iteration,total_runs,obs_realization,par_realization,din,all_params
6,936,4,3,4.6769,0.927977
6,936,5,4,4.71134,0.118193
6,936,6,5,4.61256,0.0958847
6,936,7,6,4.72983,2.04338
6,936,8,7,4.72778,0.374656
6,936,9,8,4.64174,0.0489617
6,936,10,9,4.73659,0.74378
6,936,11,10,4.69105,0.0383403
6,936,12,11,4.72373,0.436308
6,936,13,12,4.48181,0.922098
6,936,14,13,6.08698,0.957128
6,936,15,14,4.56433,0.140122
6,936,16,15,4.71732,0.657411
6,936,17,16,4.70954,0.686897
6,936,18,17,4.47023,0.748609
6,936,19,18,4.59862,1.4352
6,936,20,19,4.50704,2.41502
6,936,21,20,4.56903,0.0654223
6,936,22,21,4.68821,0.0279969
6,936,23,22,4.76435,0.213771
6,936,24,23,4.70845,0.662482
6,936,25,24,4.5534,0.610217
6,936,26,25,4.63725,0.777208
6,936,27,26,4.73272,0.693944
6,936,28,27,4.65207,0.685143
6,936,29,28,4.68992,0.763386
6,936,30,29,4.74607,0.0212965
6,936,31,30,4.68405,0.751533
6,936,32,31,4.46208,0.211975
6,936,33,32,4.71125,0.173307
6,936,34,33,4.5245,0.133604
6,936,35,34,4.67006,0.0903693
6,936,36,35,4.85973,0.181997
6,936,37,36,4.73942,0.0350625
6,936,38,37,4.63342,0.751244
6,936,39,38,4.58664,0.220591
6,936,40,39,4.63627,0.559834
6,936,41,40,4.58803,0.701483
6,936,42,41,4.74891,0.173528
6,936,43,42,4.53557,0.660141
6,936,44,43,4.73848,0.289385
6,936,45,44,6.59745,1.12225
6,936,46,45,4.67122,0.0238733
6,936,47,46,4.78135,1.19708
6,936,48,47,4.77068,0.0504883
6,936,49,48,4.68169,0.742219
6,936,50,49,4.76047,0.740466
6,936,51,50,4.6386,0.0225812
6,936,52,51,4.58436,0.0448668
6,936,53,52,4.63188,0.0122223
6,936,54,53,4.75458,0.00852093
6,936,55,54,4.75302,0.627744
6,936,56,55,4.7321,0.402324
6,936,57,56,4.76704,0.640352
6,936,59,58,4.64838,0.753614
6,936,60,59,4.67511,0.664869
6,936,61,60,4.76573,0.724869
6,936,62,61,4.75585,0.665257
6,936,63,62,4.64462,0.0416789
6,936,64,63,4.75698,0.761462
6,936,65,64,5.67833,0.686404
6,936,66,65,4.58447,0.692383
6,936,67,66,4.58328,0.081807
6,936,68,67,6.64052,1.00506
6,936,69,68,4.74914,0.140429
6,936,70,69,4.63693,0.864797
6,936,71,70,4.66511,0.770561
6,936,72,71,4.69558,0.436759
6,936,73,72,4.64098,2.44676
6,936,74,73,4.64022,1.32201
6,936,75,74,4.67559,0.229959
6,936,76,75,4.77496,0.229901
6,936,77,76,4.56111,0.2254
6,936,78,77,4.68248,0.623917
6,936,79,78,4.73946,0.0766814
6,936,80,79,4.66718,0.164413
6,936,81,80,4.69875,0.0441815
6,936,82,81,4.95929,0.239667
6,936,83,82,4.67174,1.2825
6,936,84,83,4.44907,0.221921
6,936,85,84,4.68148,0.044486
6,936,86,85,4.6168,0.826816
