date,Loads (kg),Concentration (mg/L),Flow (ML),Q (m3/s),Load (t)
27/04/2013,53.91,0.676836158,79.65,0.9219,0.05391
28/04/2013,54.63,0.713930998,76.52,0.8857,0.05463
29/04/2013,57.68,0.751433038,76.76,0.8884,0.05768
30/04/2013,60.14,0.788101166,76.31,0.8832,0.06014
1/05/2013,57.75,0.825117874,69.99,0.81,0.05775
2/05/2013,57.73,0.862800777,66.91,0.7744,0.05773
3/05/2013,56.9,0.899746996,63.24,0.732,0.0569
4/05/2013,56.37,0.93700133,60.16,0.6963,0.05637
5/05/2013,56.29,0.974043952,57.79,0.6689,0.05629
6/05/2013,54.37,1.010970621,53.78,0.6225,0.05437
7/05/2013,55.67,1.03978334,53.54,0.6197,0.05567
8/05/2013,54.05,1.038424592,52.05,0.6025,0.05405
9/05/2013,56.14,1.034457343,54.27,0.6281,0.05614
10/05/2013,59.37,1.030729167,57.6,0.6667,0.05937
11/05/2013,69.79,1.026776519,67.97,0.7867,0.06979
12/05/2013,66.53,1.023066277,65.03,0.7527,0.06653
13/05/2013,55.37,1.018954729,54.34,0.629,0.05537
14/05/2013,51.93,1.014852453,51.17,0.5922,0.05193
15/05/2013,49.91,1.010937816,49.37,0.5714,0.04991
16/05/2013,52.68,1.007073217,52.31,0.6055,0.05268
17/05/2013,60.48,1.00331785,60.28,0.6977,0.06048
18/05/2013,65.64,0.999390987,65.68,0.7602,0.06564
19/05/2013,59.33,0.995469799,59.6,0.6898,0.05933
20/05/2013,57.14,0.991669559,57.62,0.6669,0.05714
21/05/2013,53.64,0.987663414,54.31,0.6286,0.05364
22/05/2013,44.99,0.983818063,45.73,0.5293,0.04499
23/05/2013,46.93,0.979749478,47.9,0.5544,0.04693
24/05/2013,50.29,0.975746993,51.54,0.5965,0.05029
25/05/2013,45.52,0.971818958,46.84,0.5421,0.04552
26/05/2013,40.37,0.968105516,41.7,0.4826,0.04037
27/05/2013,44.73,0.963800905,46.41,0.5372,0.04473
28/05/2013,113.16,0.960122179,117.86,1.3641,0.11316
29/05/2013,92.18,0.956720291,96.35,1.1152,0.09218
30/05/2013,49.44,0.952417646,51.91,0.6008,0.04944
31/05/2013,66.99,0.948732474,70.61,0.8173,0.06699
1/06/2013,49.15,0.944647319,52.03,0.6022,0.04915
2/06/2013,43.73,0.940430108,46.5,0.5381,0.04373
3/06/2013,39.71,0.932816537,42.57,0.4927,0.03971
4/06/2013,34.56,0.901878914,38.32,0.4436,0.03456
5/06/2013,30.88,0.868635724,35.55,0.4114,0.03088
6/06/2013,28.19,0.839237868,33.59,0.3888,0.02819
7/06/2013,25.88,0.810269255,31.94,0.3697,0.02588
8/06/2013,24.3,0.778347213,31.22,0.3613,0.0243
9/06/2013,24.2,0.739608802,32.72,0.3787,0.0242
10/06/2013,23.47,0.703959208,33.34,0.3859,0.02347
11/06/2013,21.97,0.671865443,32.7,0.3785,0.02197
12/06/2013,21.36,0.634958383,33.64,0.3894,0.02136
13/06/2013,23.69,0.597930338,39.62,0.4586,0.02369
14/06/2013,21.87,0.56409595,38.77,0.4487,0.02187
15/06/2013,22.61,0.530004688,42.66,0.4938,0.02261
16/06/2013,22.16,0.496638279,44.62,0.5164,0.02216
17/06/2013,19.27,0.463221154,41.6,0.4814,0.01927
18/06/2013,15.84,0.429501085,36.88,0.4269,0.01584
19/06/2013,13.78,0.397232632,34.69,0.4015,0.01378
20/06/2013,11.08,0.369087275,30.02,0.3475,0.01108
21/06/2013,9.9,0.335252286,29.53,0.3418,0.0099
22/06/2013,9.2,0.299089727,30.76,0.356,0.0092
23/06/2013,7.91,0.266240323,29.71,0.3439,0.00791
24/06/2013,6.94,0.231102231,30.03,0.3476,0.00694
25/06/2013,6.03,0.196161353,30.74,0.3558,0.00603
26/06/2013,4.95,0.162295082,30.5,0.353,0.00495
27/06/2013,3.95,0.127214171,31.05,0.3593,0.00395
28/06/2013,2.99,0.092483761,32.33,0.3742,0.00299
29/06/2013,1.9,0.058443556,32.51,0.3763,0.0019
30/06/2013,0.81,0.024266028,33.38,0.3864,0.00081
1/07/2013,1.09,0.034680242,31.43,0.3637,0.00109
2/07/2013,1.34,0.044861065,29.87,0.3457,0.00134
3/07/2013,1.57,0.05539873,28.34,0.328,0.00157
4/07/2013,1.82,0.065632889,27.73,0.3209,0.00182
5/07/2013,2.06,0.07601476,27.1,0.3137,0.00206
6/07/2013,2.36,0.086351994,27.33,0.3163,0.00236
7/07/2013,2.55,0.096444781,26.44,0.306,0.00255
8/07/2013,2.72,0.107255521,25.36,0.2935,0.00272
9/07/2013,2.96,0.117460317,25.2,0.2916,0.00296
10/07/2013,3.12,0.128447921,24.29,0.2812,0.00312
11/07/2013,3.26,0.139375802,23.39,0.2707,0.00326
12/07/2013,3.31,0.15100365,21.92,0.2537,0.00331
13/07/2013,3.61,0.160730187,22.46,0.2599,0.00361
14/07/2013,4.29,0.168897638,25.4,0.2939,0.00429
15/07/2013,4.97,0.176554174,28.15,0.3258,0.00497
16/07/2013,5.6,0.185307743,30.22,0.3498,0.0056
17/07/2013,6.26,0.193568336,32.34,0.3742,0.00626
18/07/2013,6.46,0.203656999,31.72,0.3671,0.00646
19/07/2013,6.49,0.215043075,30.18,0.3493,0.00649
20/07/2013,7.28,0.22310757,32.63,0.3777,0.00728
21/07/2013,7.47,0.233146067,32.04,0.3708,0.00747
22/07/2013,8.91,0.243243243,36.63,0.4239,0.00891
23/07/2013,9.41,0.250132908,37.62,0.4355,0.00941
24/07/2013,8.48,0.262457444,32.31,0.3739,0.00848
25/07/2013,6.73,0.283368421,23.75,0.2749,0.00673
26/07/2013,7.34,0.292081178,25.13,0.2909,0.00734
27/07/2013,8.12,0.299189388,27.14,0.3141,0.00812
28/07/2013,8.08,0.310411064,26.03,0.3012,0.00808
29/07/2013,7.79,0.324313072,24.02,0.278,0.00779
30/07/2013,7.67,0.336698859,22.78,0.2636,0.00767
31/07/2013,7.23,0.351824818,20.55,0.2378,0.00723
1/08/2013,6.52,0.368569813,17.69,0.2047,0.00652
2/08/2013,6.19,0.383756975,16.13,0.1867,0.00619
3/08/2013,6.04,0.397891963,15.18,0.1757,0.00604
4/08/2013,6.09,0.409825034,14.86,0.172,0.00609
5/08/2013,6.88,0.414707655,16.59,0.192,0.00688
6/08/2013,7.31,0.42327736,17.27,0.1999,0.00731
7/08/2013,7.46,0.435493287,17.13,0.1983,0.00746
8/08/2013,7.75,0.445146468,17.41,0.2015,0.00775
9/08/2013,7.8,0.456407256,17.09,0.1978,0.0078
10/08/2013,8.71,0.461334746,18.88,0.2186,0.00871
11/08/2013,12.24,0.451327434,27.12,0.3139,0.01224
12/08/2013,12.56,0.460241847,27.29,0.3158,0.01256
13/08/2013,8.59,0.498259861,17.24,0.1995,0.00859
14/08/2013,7.81,0.518248175,15.07,0.1744,0.00781
15/08/2013,7.4,0.535455861,13.82,0.1599,0.0074
16/08/2013,7.76,0.544561404,14.25,0.1649,0.00776
17/08/2013,7.84,0.556028369,14.1,0.1632,0.00784
18/08/2013,7.66,0.569940476,13.44,0.1556,0.00766
19/08/2013,7.91,0.5723589,13.82,0.16,0.00791
20/08/2013,78.33,0.52384137,149.53,1.7307,0.07833
21/08/2013,10.75,0.576098607,18.66,0.2159,0.01075
22/08/2013,9.38,0.602827763,15.56,0.1801,0.00938
23/08/2013,6.74,0.611060743,11.03,0.1276,0.00674
24/08/2013,5.26,0.595022624,8.84,0.1023,0.00526
25/08/2013,7.39,0.624683009,11.83,0.137,0.00739
26/08/2013,4.65,0.6,7.75,0.0897,0.00465
27/08/2013,4.41,0.604109589,7.3,0.0845,0.00441
28/08/2013,4.63,0.617333333,7.5,0.0868,0.00463
29/08/2013,4.95,0.630573248,7.85,0.0908,0.00495
30/08/2013,4.59,0.633103448,7.25,0.0839,0.00459
31/08/2013,4.85,0.646666667,7.5,0.0867,0.00485
1/09/2013,5.12,0.658944659,7.77,0.0899,0.00512
2/09/2013,5.6,0.677966102,8.26,0.0956,0.0056
3/09/2013,5.72,0.689156627,8.3,0.0961,0.00572
4/09/2013,5.67,0.698275862,8.12,0.094,0.00567
5/09/2013,5.7,0.70719603,8.06,0.0933,0.0057
6/09/2013,5.82,0.717632552,8.11,0.0939,0.00582
7/09/2013,5.63,0.721794872,7.8,0.0903,0.00563
8/09/2013,5.36,0.724324324,7.4,0.0856,0.00536
9/09/2013,5.37,0.733606557,7.32,0.0847,0.00537
10/09/2013,5.75,0.751633987,7.65,0.0886,0.00575
11/09/2013,6.11,0.76566416,7.98,0.0924,0.00611
12/09/2013,4.15,0.749097473,5.54,0.0641,0.00415
13/09/2013,4.08,0.76119403,5.36,0.0621,0.00408
14/09/2013,4.04,0.770992366,5.24,0.0606,0.00404
15/09/2013,3.86,0.781376518,4.94,0.0572,0.00386
16/09/2013,3.8,0.788381743,4.82,0.0557,0.0038
17/09/2013,3.71,0.786016949,4.72,0.0546,0.00371
18/09/2013,3.59,0.782135076,4.59,0.0532,0.00359
19/09/2013,3.51,0.774834437,4.53,0.0524,0.00351
20/09/2013,3.8,0.775510204,4.9,0.0567,0.0038
21/09/2013,3.68,0.774736842,4.75,0.055,0.00368
22/09/2013,3.97,0.769379845,5.16,0.0597,0.00397
23/09/2013,4.29,0.768817204,5.58,0.0646,0.00429
24/09/2013,4.26,0.76481149,5.57,0.0645,0.00426
25/09/2013,4.38,0.76173913,5.75,0.0665,0.00438
26/09/2013,4.44,0.755102041,5.88,0.068,0.00444
27/09/2013,4.32,0.753926702,5.73,0.0663,0.00432
28/09/2013,3.71,0.755600815,4.91,0.0568,0.00371
29/09/2013,3.58,0.753684211,4.75,0.055,0.00358
30/09/2013,3.47,0.746236559,4.65,0.0539,0.00347
1/10/2013,3.19,0.740139211,4.31,0.0498,0.00319
2/10/2013,3.48,0.742004264,4.69,0.0542,0.00348
3/10/2013,3.77,0.739215686,5.1,0.0591,0.00377
4/10/2013,3.38,0.734782609,4.6,0.0533,0.00338
5/10/2013,3.08,0.731591449,4.21,0.0487,0.00308
6/10/2013,3,0.729927007,4.11,0.0476,0.003
7/10/2013,2.65,0.726027397,3.65,0.0423,0.00265
8/10/2013,2.79,0.722797927,3.86,0.0447,0.00279
9/10/2013,2.02,0.71886121,2.81,0.0325,0.00202
10/10/2013,1.32,0.713513514,1.85,0.0215,0.00132
11/10/2013,1.55,0.711009174,2.18,0.0252,0.00155
12/10/2013,1.98,0.709677419,2.79,0.0323,0.00198
13/10/2013,1.56,0.705882353,2.21,0.0256,0.00156
14/10/2013,1.48,0.701421801,2.11,0.0244,0.00148
15/10/2013,108.18,0.701647425,154.18,1.7844,0.10818
16/10/2013,14.07,0.738582677,19.05,0.2205,0.01407
17/10/2013,5.97,0.725394897,8.23,0.0952,0.00597
18/10/2013,5.1,0.705394191,7.23,0.0837,0.0051
19/10/2013,3.95,0.689354276,5.73,0.0663,0.00395
20/10/2013,3.55,0.685328185,5.18,0.06,0.00355
21/10/2013,3.4,0.684104628,4.97,0.0575,0.0034
22/10/2013,3.33,0.682377049,4.88,0.0565,0.00333
23/10/2013,3.32,0.680327869,4.88,0.0565,0.00332
24/10/2013,3.46,0.67578125,5.12,0.0593,0.00346
25/10/2013,3.56,0.669172932,5.32,0.0616,0.00356
26/10/2013,3.41,0.668627451,5.1,0.0591,0.00341
27/10/2013,3.89,0.664957265,5.85,0.0677,0.00389
28/10/2013,4.21,0.662992126,6.35,0.0735,0.00421
29/10/2013,3.82,0.657487091,5.81,0.0672,0.00382
30/10/2013,1.99,0.654605263,3.04,0.0352,0.00199
31/10/2013,2.16,0.652567976,3.31,0.0383,0.00216
1/11/2013,3.26,0.648111332,5.03,0.0582,0.00326
2/11/2013,4.14,0.659235669,6.28,0.0727,0.00414
3/11/2013,2.35,0.642076503,3.66,0.0423,0.00235
4/11/2013,1.95,0.639344262,3.05,0.0353,0.00195
5/11/2013,2.05,0.636645963,3.22,0.0373,0.00205
6/11/2013,2.2,0.634005764,3.47,0.0402,0.0022
7/11/2013,2.19,0.631123919,3.47,0.0401,0.00219
8/11/2013,2.35,0.63172043,3.72,0.0431,0.00235
9/11/2013,1.76,0.624113475,2.82,0.0327,0.00176
10/11/2013,1.76,0.621908127,2.83,0.0327,0.00176
11/11/2013,1.69,0.619047619,2.73,0.0316,0.00169
12/11/2013,1.63,0.61509434,2.65,0.0306,0.00163
13/11/2013,1.7,0.611510791,2.78,0.0321,0.0017
14/11/2013,1.7,0.609318996,2.79,0.0323,0.0017
15/11/2013,1.69,0.607913669,2.78,0.0322,0.00169
16/11/2013,1.79,0.60472973,2.96,0.0343,0.00179
17/11/2013,138.47,0.850552826,162.8,1.8843,0.13847
18/11/2013,954.17,3.166738575,301.31,3.4874,0.95417
19/11/2013,561.13,3.449286944,162.68,1.8828,0.56113
20/11/2013,208.42,3.145962264,66.25,0.7668,0.20842
21/11/2013,100.68,2.8798627,34.96,0.4046,0.10068
22/11/2013,49.84,2.789031897,17.87,0.2069,0.04984
23/11/2013,37.78,2.523714095,14.97,0.1732,0.03778
24/11/2013,26.15,2.212351946,11.82,0.1368,0.02615
25/11/2013,23.53,1.889959839,12.45,0.1441,0.02353
26/11/2013,17.54,1.548102383,11.33,0.1312,0.01754
27/11/2013,11.57,1.196483971,9.67,0.1119,0.01157
28/11/2013,8.89,1.065947242,8.34,0.0965,0.00889
29/11/2013,7.11,1.014265335,7.01,0.0812,0.00711
30/11/2013,23.16,0.982605006,23.57,0.2728,0.02316
1/12/2013,33,0.983899821,33.54,0.3882,0.033
2/12/2013,18.43,1.023888889,18,0.2083,0.01843
3/12/2013,105.63,0.923985304,114.32,1.3232,0.10563
4/12/2013,34.82,0.915592953,38.03,0.4402,0.03482
5/12/2013,14.45,0.965909091,14.96,0.1731,0.01445
6/12/2013,7.49,0.902409639,8.3,0.0961,0.00749
7/12/2013,5.74,0.849112426,6.76,0.0782,0.00574
8/12/2013,4.82,0.826758148,5.83,0.0675,0.00482
9/12/2013,3.49,0.806004619,4.33,0.0501,0.00349
10/12/2013,3.31,0.788095238,4.2,0.0487,0.00331
11/12/2013,3.39,0.76523702,4.43,0.0513,0.00339
12/12/2013,3.23,0.747685185,4.32,0.05,0.00323
13/12/2013,3.64,0.726546906,5.01,0.0579,0.00364
14/12/2013,7.16,0.757671958,9.45,0.1094,0.00716
15/12/2013,6.16,0.723004695,8.52,0.0986,0.00616
16/12/2013,4.15,0.668276973,6.21,0.0719,0.00415
17/12/2013,3.06,0.649681529,4.71,0.0545,0.00306
18/12/2013,2.43,0.629533679,3.86,0.0447,0.00243
19/12/2013,2.08,0.608187135,3.42,0.0396,0.00208
20/12/2013,1.83,0.590322581,3.1,0.0359,0.00183
21/12/2013,2.28,0.57,4,0.0463,0.00228
22/12/2013,2.54,0.548596112,4.63,0.0536,0.00254
23/12/2013,2.56,0.532224532,4.81,0.0557,0.00256
24/12/2013,2.42,0.512711864,4.72,0.0546,0.00242
25/12/2013,2.68,0.490842491,5.46,0.0632,0.00268
26/12/2013,3.01,0.471786834,6.38,0.0739,0.00301
27/12/2013,2.2,0.453608247,4.85,0.0561,0.0022
28/12/2013,1.65,0.433070866,3.81,0.0441,0.00165
29/12/2013,1.24,0.413333333,3,0.0347,0.00124
30/12/2013,1.06,0.394052045,2.69,0.0312,0.00106
31/12/2013,1.13,0.370491803,3.05,0.0353,0.00113
1/01/2014,0.94,0.354716981,2.65,0.0307,0.00094
2/01/2014,0.82,0.336065574,2.44,0.0282,0.00082
3/01/2014,0.86,0.313868613,2.74,0.0317,0.00086
4/01/2014,0.81,0.293478261,2.76,0.0319,0.00081
5/01/2014,0.78,0.272727273,2.86,0.0331,0.00078
6/01/2014,0.83,0.255384615,3.25,0.0376,0.00083
7/01/2014,0.58,0.239669421,2.42,0.028,0.00058
8/01/2014,0.64,0.331606218,1.93,0.0223,0.00064
9/01/2014,29.09,1.239454623,23.47,0.2716,0.02909
10/01/2014,5598.52,2.467873894,2268.56,26.2565,5.59852
11/01/2014,18455.5,4.070323941,4534.16,52.4787,18.4555
12/01/2014,2481.03,2.214849399,1120.18,12.965,2.48103
13/01/2014,686.77,1.791869961,383.27,4.436,0.68677
14/01/2014,240.19,1.739498841,138.08,1.5982,0.24019
15/01/2014,132.45,1.68318719,78.69,0.9107,0.13245
16/01/2014,115.01,1.629729347,70.57,0.8168,0.11501
17/01/2014,96.32,1.577464789,61.06,0.7067,0.09632
18/01/2014,67.99,1.525123374,44.58,0.5159,0.06799
19/01/2014,45.52,1.500329598,30.34,0.3512,0.04552
20/01/2014,34.34,1.496296296,22.95,0.2656,0.03434
21/01/2014,32.64,1.441696113,22.64,0.262,0.03264
22/01/2014,73.09,1.307279556,55.91,0.6472,0.07309
23/01/2014,33.16,1.313267327,25.25,0.2922,0.03316
24/01/2014,20.79,1.336118252,15.56,0.1801,0.02079
25/01/2014,18.54,1.291086351,14.36,0.1662,0.01854
26/01/2014,21.78,1.190163934,18.3,0.2118,0.02178
27/01/2014,26.51,1.098632408,24.13,0.2792,0.02651
28/01/2014,29.96,1.016972166,29.46,0.3409,0.02996
29/01/2014,28.52,0.962537968,29.63,0.3429,0.02852
30/01/2014,106.53,0.874846021,121.77,1.4093,0.10653
31/01/2014,5087.28,0.912986596,5572.13,64.4923,5.08728
1/02/2014,2382.09,0.994281636,2395.79,27.729,2.38209
2/02/2014,1083.82,0.900818684,1203.15,13.9254,1.08382
3/02/2014,447.66,0.814845826,549.38,6.3585,0.44766
4/02/2014,217.19,0.725684119,299.29,3.464,0.21719
5/02/2014,120.22,0.638551017,188.27,2.179,0.12022
6/02/2014,65.07,0.550600778,118.18,1.3678,0.06507
7/02/2014,39.91,0.462402966,86.31,0.9989,0.03991
8/02/2014,24.77,0.374169184,66.2,0.7662,0.02477
9/02/2014,267.12,0.307455025,868.81,10.0557,0.26712
10/02/2014,451.65,0.24235611,1863.58,21.5692,0.45165
11/02/2014,95,0.153950865,617.08,7.1422,0.095
12/02/2014,51.85,0.166287162,311.81,3.6089,0.05185
13/02/2014,32.9,0.178503608,184.31,2.1333,0.0329
14/02/2014,22.68,0.190812721,118.86,1.3757,0.02268
15/02/2014,17.53,0.203011002,86.35,0.9994,0.01753
16/02/2014,14.95,0.215138869,69.49,0.8043,0.01495
17/02/2014,14.01,0.22739815,61.61,0.7131,0.01401
18/02/2014,13.43,0.239479315,56.08,0.6491,0.01343
19/02/2014,192.25,0.233270642,824.15,9.5388,0.19225
20/02/2014,450.61,0.128881224,3496.32,40.4666,0.45061
21/02/2014,272.91,0.10302106,2649.07,30.6605,0.27291
22/02/2014,79.11,0.091855929,861.24,9.9681,0.07911
23/02/2014,63.6,0.117124915,543.01,6.2849,0.0636
24/02/2014,47.64,0.120852359,394.2,4.5625,0.04764
25/02/2014,33.14,0.122613586,270.28,3.1283,0.03314
26/02/2014,23.62,0.124348513,189.95,2.1985,0.02362
27/02/2014,17.36,0.126098642,137.67,1.5934,0.01736
28/02/2014,13.74,0.127766412,107.54,1.2446,0.01374
1/03/2014,11.29,0.129561625,87.14,1.0086,0.01129
2/03/2014,9.62,0.131331058,73.25,0.8479,0.00962
3/03/2014,9.28,0.133142037,69.7,0.8068,0.00928
4/03/2014,8.74,0.134793337,64.84,0.7504,0.00874
5/03/2014,7.78,0.136443353,57.02,0.6599,0.00778
6/03/2014,6.98,0.138272583,50.48,0.5843,0.00698
7/03/2014,6.69,0.140016743,47.78,0.553,0.00669
8/03/2014,6.68,0.141645462,47.16,0.5458,0.00668
9/03/2014,7.76,0.143517662,54.07,0.6258,0.00776
10/03/2014,48.12,0.145382036,330.99,3.8309,0.04812
11/03/2014,42.79,0.146938635,291.21,3.3705,0.04279
12/03/2014,24.37,0.148561327,164.04,1.8986,0.02437
13/03/2014,15.63,0.150375216,103.94,1.203,0.01563
14/03/2014,11.19,0.152182783,73.53,0.8511,0.01119
15/03/2014,8.79,0.15396742,57.09,0.6608,0.00879
16/03/2014,7.38,0.155729057,47.39,0.5485,0.00738
17/03/2014,6.51,0.157512703,41.33,0.4784,0.00651
18/03/2014,5.83,0.159289617,36.6,0.4236,0.00583
19/03/2014,5.33,0.162252664,32.85,0.3802,0.00533
20/03/2014,5.4,0.164583968,32.81,0.3797,0.0054
21/03/2014,9.37,0.16453029,56.95,0.6591,0.00937
22/03/2014,131.51,0.166289435,790.85,9.1534,0.13151
23/03/2014,90.7,0.16775172,540.68,6.2578,0.0907
24/03/2014,44.6,0.169575301,263.01,3.0441,0.0446
25/03/2014,29.85,0.171335094,174.22,2.0165,0.02985
26/03/2014,465.36,0.17000632,2737.31,31.6818,0.46536
27/03/2014,1755.27,0.143561461,12226.61,141.5116,1.75527
28/03/2014,739.77,0.08064866,9172.75,106.1661,0.73977
29/03/2014,399.76,0.085724701,4663.3,53.9734,0.39976
30/03/2014,231.56,0.146074362,1585.22,18.3475,0.23156
31/03/2014,123.47,0.210645739,586.15,6.7841,0.12347
1/04/2014,77.74,0.216395268,359.25,4.158,0.07774
2/04/2014,56.66,0.211678559,267.67,3.0981,0.05666
3/04/2014,41.91,0.20703453,202.43,2.3429,0.04191
4/04/2014,32.22,0.202386935,159.2,1.8426,0.03222
5/04/2014,27.53,0.197616826,139.31,1.6124,0.02753
6/04/2014,24.49,0.193047454,126.86,1.4683,0.02449
7/04/2014,20.83,0.188387447,110.57,1.2797,0.02083
8/04/2014,17.96,0.183771616,97.73,1.1311,0.01796
9/04/2014,15.58,0.17908046,87,1.0069,0.01558
10/04/2014,14.36,0.174420017,82.33,0.9529,0.01436
11/04/2014,13.44,0.169739833,79.18,0.9165,0.01344
12/04/2014,60,0.163715245,366.49,4.2418,0.06
13/04/2014,519.1,0.159410632,3256.37,37.6895,0.5191
14/04/2014,1142.45,0.147501023,7745.37,89.6455,1.14245
15/04/2014,224.95,0.105042704,2141.51,24.786,0.22495
16/04/2014,87.62,0.123799028,707.76,8.1917,0.08762
17/04/2014,60.13,0.153950535,390.58,4.5206,0.06013
18/04/2014,51.55,0.183942908,280.25,3.2436,0.05155
19/04/2014,47.65,0.213313636,223.38,2.5854,0.04765
20/04/2014,43.45,0.242859538,178.91,2.0708,0.04345
21/04/2014,40.13,0.272344757,147.35,1.7054,0.04013
22/04/2014,38.82,0.302030654,128.53,1.4877,0.03882
23/04/2014,39.45,0.331735621,118.92,1.3764,0.03945
24/04/2014,107.51,0.367480175,292.56,3.3861,0.10751
25/04/2014,241.92,0.388757653,622.29,7.2024,0.24192
26/04/2014,143.9,0.419325699,343.17,3.9719,0.1439
27/04/2014,186.86,0.44897763,416.19,4.817,0.18686
28/04/2014,127.48,0.477649968,266.89,3.0889,0.12748
29/04/2014,91.4,0.507721364,180.02,2.0836,0.0914
30/04/2014,78.51,0.537445235,146.08,1.6907,0.07851
1/05/2014,72.76,0.567064142,128.31,1.4851,0.07276
2/05/2014,69.24,0.596536573,116.07,1.3434,0.06924
3/05/2014,66.26,0.625625531,105.91,1.2258,0.06626
4/05/2014,58.39,0.655331089,89.1,1.0312,0.05839
5/05/2014,57.14,0.685131894,83.4,0.9653,0.05714
6/05/2014,58.53,0.714564766,81.91,0.948,0.05853
7/05/2014,58.69,0.743852978,78.9,0.9132,0.05869
8/05/2014,58.06,0.773514522,75.06,0.8687,0.05806
9/05/2014,57.37,0.802826756,71.46,0.8271,0.05737
10/05/2014,55.53,0.832408934,66.71,0.7721,0.05553
11/05/2014,55.17,0.861627362,64.03,0.7411,0.05517
12/05/2014,55.33,0.89126933,62.08,0.7185,0.05533
13/05/2014,54.5,0.918590932,59.33,0.6867,0.0545
14/05/2014,52.93,0.921162548,57.46,0.665,0.05293
15/05/2014,52.51,0.916564846,57.29,0.6631,0.05251
16/05/2014,50.79,0.911521895,55.72,0.645,0.05079
17/05/2014,47.78,0.906641366,52.7,0.6099,0.04778
18/05/2014,44.76,0.902237452,49.61,0.5742,0.04476
19/05/2014,45.02,0.897170187,50.18,0.5807,0.04502
20/05/2014,45.67,0.892864125,51.15,0.592,0.04567
21/05/2014,44.6,0.887915588,50.23,0.5814,0.0446
22/05/2014,41.86,0.882936089,47.41,0.5487,0.04186
23/05/2014,39.85,0.87814015,45.38,0.5252,0.03985
24/05/2014,37.89,0.873645377,43.37,0.5019,0.03789
25/05/2014,34.81,0.869163546,40.05,0.4635,0.03481
26/05/2014,33,0.86410055,38.19,0.442,0.033
27/05/2014,31.81,0.85972973,37,0.4282,0.03181
28/05/2014,30.58,0.854667412,35.78,0.4141,0.03058
29/05/2014,29.11,0.853916104,34.09,0.3945,0.02911
30/05/2014,28.04,0.852538766,32.89,0.3806,0.02804
31/05/2014,27.67,0.848773006,32.6,0.3773,0.02767
1/06/2014,27.28,0.845105328,32.28,0.3736,0.02728
2/06/2014,27.83,0.837496238,33.23,0.3847,0.02783
3/06/2014,27.41,0.83363747,32.88,0.3805,0.02741
4/06/2014,26.09,0.834612924,31.26,0.3618,0.02609
5/06/2014,25.05,0.833888149,30.04,0.3477,0.02505
6/06/2014,24.32,0.831452991,29.25,0.3385,0.02432
7/06/2014,24.38,0.826440678,29.5,0.3414,0.02438
8/06/2014,53.06,0.802601724,66.11,0.7652,0.05306
9/06/2014,59.85,0.798,75,0.8681,0.05985
10/06/2014,45.68,0.793468821,57.57,0.6664,0.04568
11/06/2014,41.11,0.788454162,52.14,0.6034,0.04111
12/06/2014,36.86,0.783921735,47.02,0.5442,0.03686
13/06/2014,32.85,0.775129778,42.38,0.4905,0.03285
14/06/2014,28.64,0.738906089,38.76,0.4486,0.02864
15/06/2014,25.32,0.697712869,36.29,0.42,0.02532
16/06/2014,23.25,0.656408809,35.42,0.41,0.02325
17/06/2014,21.24,0.61744186,34.4,0.3981,0.02124
18/06/2014,18.8,0.580246914,32.4,0.375,0.0188
19/06/2014,16.62,0.542428198,30.64,0.3546,0.01662
20/06/2014,15.21,0.500823181,30.37,0.3515,0.01521
21/06/2014,13.82,0.459747172,30.06,0.3479,0.01382
22/06/2014,12.35,0.418644068,29.5,0.3414,0.01235
23/06/2014,10.99,0.377144818,29.14,0.3373,0.01099
24/06/2014,9.54,0.335797254,28.41,0.3289,0.00954
25/06/2014,8.05,0.295087977,27.28,0.3157,0.00805
26/06/2014,6.68,0.253895857,26.31,0.3045,0.00668
27/06/2014,5.4,0.211930926,25.48,0.2949,0.0054
28/06/2014,4.19,0.169566977,24.71,0.2859,0.00419
29/06/2014,3.21,0.124660194,25.75,0.298,0.00321
30/06/2014,2.08,0.08373591,24.84,0.2875,0.00208
1/07/2014,1.996175,0.089514574,22.3,0.2581,0.001996175
2/07/2014,3.367893,0.159691465,21.09,0.2441,0.003367893
3/07/2014,4.659112,0.232143099,20.07,0.2323,0.004659112
4/07/2014,5.951265,0.304412532,19.55,0.2263,0.005951265
5/07/2014,7.253993,0.375659917,19.31,0.2235,0.007253993
6/07/2014,8.698857,0.447702367,19.43,0.2249,0.008698857
7/07/2014,10.843552,0.5144,21.08,0.244,0.010843552
8/07/2014,12.247589,0.584331536,20.96,0.2425,0.012247589
9/07/2014,12.911604,0.661455123,19.52,0.2259,0.012911604
10/07/2014,12.92791,0.742556577,17.41,0.2015,0.01292791
11/07/2014,13.85642,0.818937352,16.92,0.1958,0.01385642
12/07/2014,17.488924,0.870095721,20.1,0.2326,0.017488924
13/07/2014,19.925784,0.931111402,21.4,0.2477,0.019925784
14/07/2014,21.30962,0.997641386,21.36,0.2472,0.02130962
15/07/2014,22.936312,1.064330023,21.55,0.2495,0.022936312
16/07/2014,27.862261,1.11449044,25,0.2894,0.027862261
17/07/2014,31.856691,1.169911531,27.23,0.3152,0.031856691
18/07/2014,31.02399,1.243945068,24.94,0.2886,0.03102399
19/07/2014,28.93701,1.324348284,21.85,0.2528,0.02893701
20/07/2014,29.268632,1.393744381,21,0.243,0.029268632
