date,Loads (kg),Concentration (mg/L),Flow (ML),Q (m3/s),Load (t)
13/11/2016,0.255505,0.053904008,4.74,0.0549,0.000255505
14/11/2016,0.18255,0.042751756,4.27,0.0495,0.00018255
15/11/2016,0.12,0.031168831,3.85,0.0446,1.20E-04
16/11/2016,0.0776,0.022108262,3.51,0.0406,7.76E-05
17/11/2016,0.0512,0.013094629,3.91,0.0452,5.12E-05
18/11/2016,0.0464,0.010175439,4.56,0.0528,4.64E-05
19/11/2016,0.0477,0.010127389,4.71,0.0545,4.77E-05
20/11/2016,0.0486,0.010082988,4.82,0.0558,4.86E-05
21/11/2016,0.0515,0.009922929,5.19,0.0601,5.15E-05
22/11/2016,0.0495,0.010020243,4.94,0.0572,4.95E-05
23/11/2016,0.0463,0.010175824,4.55,0.0527,4.63E-05
24/11/2016,0.0472,0.010107066,4.67,0.054,4.72E-05
25/11/2016,0.0495,0.00988024,5.01,0.058,4.95E-05
26/11/2016,0.0515,0.009554731,5.39,0.0623,5.15E-05
27/11/2016,0.0622,0.011166966,5.57,0.0645,6.22E-05
28/11/2016,0.0614,0.011023339,5.57,0.0645,6.14E-05
29/11/2016,0.0606,0.010879713,5.57,0.0645,6.06E-05
30/11/2016,0.0605,0.010670194,5.67,0.0656,6.05E-05
1/12/2016,0.0603,0.010578947,5.7,0.066,6.03E-05
2/12/2016,0.0509,0.012004717,4.24,0.0491,5.09E-05
3/12/2016,0.0486,0.012891247,3.77,0.0437,4.86E-05
4/12/2016,0.0505,0.013015464,3.88,0.0449,5.05E-05
5/12/2016,0.0539,0.012956731,4.16,0.0481,5.39E-05
6/12/2016,0.0575,0.012921348,4.45,0.0515,5.75E-05
7/12/2016,0.0401,0.011589595,3.46,0.04,4.01E-05
8/12/2016,0.108,0.03,3.6,0.0416,1.08E-04
9/12/2016,0.805347,0.154874423,5.2,0.0602,0.000805347
10/12/2016,1.65633,0.301150909,5.5,0.0636,0.00165633
11/12/2016,2.392203,0.453928463,5.27,0.061,0.002392203
12/12/2016,20.968151,0.629107441,33.33,0.3858,0.020968151
13/12/2016,1868.679644,4.750679151,393.35,4.5527,1.868679644
14/12/2016,1586.168538,3.495996425,453.71,5.2512,1.586168538
15/12/2016,379.715339,2.114463409,179.58,2.0785,0.379715339
16/12/2016,317.662708,1.311355301,242.24,2.8037,0.317662708
17/12/2016,339.181755,1.073733752,315.89,3.6561,0.339181755
18/12/2016,92.30924,0.814804837,113.29,1.3112,0.09230924
19/12/2016,38.638364,0.752011756,51.38,0.5947,0.038638364
20/12/2016,21.091208,0.726781806,29.02,0.3359,0.021091208
21/12/2016,14.222738,0.724910194,19.62,0.2271,0.014222738
22/12/2016,9.991573,0.716755595,13.94,0.1614,0.009991573
23/12/2016,8.099753,0.675542369,11.99,0.1388,0.008099753
24/12/2016,6.43057,0.617137236,10.42,0.1206,0.00643057
25/12/2016,6.090355,0.58003381,10.5,0.1215,0.006090355
26/12/2016,5.290228,0.535990679,9.87,0.1142,0.005290228
27/12/2016,4.905148,0.49647247,9.88,0.1143,0.004905148
28/12/2016,5.352136,0.471138732,11.36,0.1314,0.005352136
29/12/2016,4.923873,0.438066993,11.24,0.1301,0.004923873
30/12/2016,6.812113,0.436114789,15.62,0.1808,0.006812113
31/12/2016,7.225396,0.438434223,16.48,0.1907,0.007225396
1/01/2017,5.744603,0.450557098,12.75,0.1475,0.005744603
2/01/2017,4.438899,0.43949495,10.1,0.1169,0.004438899
3/01/2017,62.403298,0.459422057,135.83,1.5721,0.062403298
4/01/2017,1778.100879,1.002097002,1774.38,20.5368,1.778100879
5/01/2017,1577.148782,1.092616894,1443.46,16.7067,1.577148782
6/01/2017,5123.5915,0.898776363,5700.63,65.9795,5.1235915
7/01/2017,6237.481923,0.559220319,11153.89,129.0959,6.237481923
8/01/2017,1053.217628,0.276361087,3811.02,44.109,1.053217628
9/01/2017,240.6419,0.214588687,1121.41,12.9793,0.2406419
10/01/2017,139.157913,0.209609895,663.89,7.6839,0.139157913
11/01/2017,98.702074,0.205287176,480.8,5.5649,0.098702074
12/01/2017,53.194437,0.200514294,265.29,3.0705,0.053194437
13/01/2017,35.218309,0.200525588,175.63,2.0328,0.035218309
14/01/2017,93.595356,0.23322458,401.31,4.6448,0.093595356
15/01/2017,163.311434,0.231824992,704.46,8.1535,0.163311434
16/01/2017,44.917822,0.160220517,280.35,3.2448,0.044917822
17/01/2017,259.577034,0.277097937,936.77,10.8423,0.259577034
18/01/2017,55.031985,0.163868579,335.83,3.887,0.055031985
19/01/2017,32.455303,0.18459392,175.82,2.035,0.032455303
20/01/2017,25.087528,0.20897566,120.05,1.3894,0.025087528
21/01/2017,21.502654,0.238494388,90.16,1.0435,0.021502654
22/01/2017,18.914328,0.268022219,70.57,0.8168,0.018914328
23/01/2017,18.61082,0.298011529,62.45,0.7228,0.01861082
24/01/2017,19.765744,0.326976741,60.45,0.6997,0.019765744
25/01/2017,19.308738,0.356249779,54.2,0.6273,0.019308738
26/01/2017,17.588801,0.385550219,45.62,0.528,0.017588801
27/01/2017,16.440682,0.415378525,39.58,0.4581,0.016440682
28/01/2017,16.076262,0.444956048,36.13,0.4182,0.016076262
29/01/2017,15.82264,0.477881003,33.11,0.3832,0.01582264
30/01/2017,222.87574,0.386152676,577.17,6.6802,0.22287574
31/01/2017,484.962004,0.217035733,2234.48,25.862,0.484962004
1/02/2017,453.345334,0.143065304,3168.8,36.6759,0.453345334
2/02/2017,78.18739,0.060913531,1283.58,14.8563,0.07818739
3/02/2017,36.397516,0.075635917,481.22,5.5697,0.036397516
4/02/2017,35.51245,0.140749277,252.31,2.9202,0.03551245
5/02/2017,35.185164,0.206886364,170.07,1.9684,0.035185164
6/02/2017,36.639268,0.273774699,133.83,1.549,0.036639268
7/02/2017,38.784318,0.338757254,114.49,1.3251,0.038784318
8/02/2017,36.077421,0.404909327,89.1,1.0312,0.036077421
9/02/2017,37.079481,0.471869191,78.58,0.9095,0.037079481
10/02/2017,37.177674,0.524960096,70.82,0.8197,0.037177674
11/02/2017,31.595425,0.479154155,65.94,0.7632,0.031595425
12/02/2017,25.871273,0.41143882,62.88,0.7278,0.025871273
13/02/2017,20.366956,0.344385458,59.14,0.6845,0.020366956
14/02/2017,14.135665,0.276952684,51.04,0.5907,0.014135665
15/02/2017,764.395609,0.430910029,1773.91,20.5313,0.764395609
16/02/2017,446.72349,0.253201547,1764.3,20.4202,0.44672349
17/02/2017,65.903351,0.182593165,360.93,4.1775,0.065903351
18/02/2017,38.517677,0.224750128,171.38,1.9835,0.038517677
19/02/2017,27.844952,0.266969818,104.3,1.2071,0.027844952
20/02/2017,31.75516,0.310351446,102.32,1.1843,0.03175516
21/02/2017,32.486139,0.348003631,93.35,1.0804,0.032486139
22/02/2017,27.124146,0.382191715,70.97,0.8214,0.027124146
23/02/2017,25.736671,0.414706268,62.06,0.7183,0.025736671
24/02/2017,24.381805,0.447290497,54.51,0.6309,0.024381805
25/02/2017,23.199628,0.479628447,48.37,0.5598,0.023199628
26/02/2017,21.18989,0.511956753,41.39,0.4791,0.02118989
27/02/2017,20.162215,0.544777493,37.01,0.4284,0.020162215
28/02/2017,20.573925,0.578244098,35.58,0.4118,0.020573925
1/03/2017,21.148509,0.611228584,34.6,0.4004,0.021148509
2/03/2017,21.622706,0.628384365,34.41,0.3983,0.021622706
3/03/2017,19.896223,0.56587665,35.16,0.407,0.019896223
4/03/2017,25.003745,0.484474811,51.61,0.5973,0.025003745
5/03/2017,21.0418,0.41683439,50.48,0.5843,0.0210418
6/03/2017,15.75177,0.343175817,45.9,0.5312,0.01575177
7/03/2017,12.457879,0.269301319,46.26,0.5354,0.012457879
8/03/2017,39.798974,0.191442465,207.89,2.4061,0.039798974
9/03/2017,65.148454,0.236456352,275.52,3.1889,0.065148454
10/03/2017,36.130724,0.305985129,118.08,1.3667,0.036130724
11/03/2017,25.018258,0.372350915,67.19,0.7777,0.025018258
12/03/2017,22.844565,0.438812236,52.06,0.6025,0.022844565
13/03/2017,21.892742,0.492082311,44.49,0.5149,0.021892742
14/03/2017,17.758771,0.464889293,38.2,0.4421,0.017758771
15/03/2017,14.242295,0.425143134,33.5,0.3878,0.014242295
16/03/2017,12.098214,0.385170774,31.41,0.3636,0.012098214
17/03/2017,10.341893,0.344156173,30.05,0.3478,0.010341893
18/03/2017,8.318207,0.303805953,27.38,0.3169,0.008318207
19/03/2017,9.684088,0.251143361,38.56,0.4463,0.009684088
20/03/2017,684.70214,0.307868283,2224.01,25.7408,0.68470214
21/03/2017,722.72321,0.354749082,2037.28,23.5797,0.72272321
22/03/2017,138.713564,0.163155958,850.19,9.8402,0.138713564
23/03/2017,1076.833723,0.138069412,7799.22,90.2687,1.076833723
24/03/2017,846.963612,0.084844585,9982.53,115.5385,0.846963612
25/03/2017,163.807749,0.080043269,2046.49,23.6862,0.163807749
26/03/2017,82.186768,0.105804434,776.78,8.9905,0.082186768
27/03/2017,354.702145,0.141087944,2514.05,29.0978,0.354702145
28/03/2017,2310.480673,0.084913954,27209.67,314.9267,2.310480673
29/03/2017,4238.916628,0.03542564,119656.74,1384.916,4.238916628
30/03/2017,2502.710525,0.033519471,74664.38,864.1711,2.502710525
31/03/2017,646.131639,0.048775585,13247.03,153.3221,0.646131639
1/04/2017,325.401835,0.090948988,3577.85,41.4102,0.325401835
2/04/2017,287.853335,0.132363401,2174.72,25.1704,0.287853335
3/04/2017,313.194619,0.17293347,1811.07,20.9615,0.313194619
4/04/2017,350.910265,0.212344719,1652.55,19.1267,0.350910265
5/04/2017,100.308922,0.248449304,403.74,4.6729,0.100308922
6/04/2017,77.584593,0.278180685,278.9,3.2281,0.077584593
7/04/2017,77.400105,0.302072767,256.23,2.9656,0.077400105
8/04/2017,74.032723,0.325776559,227.25,2.6303,0.074032723
9/04/2017,66.009912,0.349628771,188.8,2.1852,0.066009912
10/04/2017,59.975715,0.373820213,160.44,1.857,0.059975715
11/04/2017,63.033663,0.397663636,158.51,1.8346,0.063033663
12/04/2017,53.304302,0.421211395,126.55,1.4647,0.053304302
13/04/2017,48.927503,0.448423637,109.11,1.2629,0.048927503
14/04/2017,49.659154,0.501506302,99.02,1.1461,0.049659154
15/04/2017,51.570884,0.560248604,92.05,1.0654,0.051570884
16/04/2017,53.314641,0.618714645,86.17,0.9973,0.053314641
17/04/2017,54.69651,0.677440054,80.74,0.9345,0.05469651
18/04/2017,56.969226,0.735941429,77.41,0.8959,0.056969226
19/04/2017,57.841414,0.794415795,72.81,0.8427,0.057841414
20/04/2017,60.641764,0.847425433,71.56,0.8282,0.060641764
21/04/2017,58.906583,0.853100406,69.05,0.7991,0.058906583
22/04/2017,54.556129,0.848858394,64.27,0.7439,0.054556129
23/04/2017,58.67103,0.844673625,69.46,0.804,0.05867103
24/04/2017,59.26426,0.84027024,70.53,0.8163,0.05926426
25/04/2017,56.941129,0.836262726,68.09,0.7881,0.056941129
26/04/2017,49.076045,0.832079434,58.98,0.6827,0.049076045
27/04/2017,47.21506,0.827463372,57.06,0.6604,0.04721506
28/04/2017,43.352919,0.819061383,52.93,0.6126,0.043352919
29/04/2017,39.731416,0.809523553,49.08,0.5681,0.039731416
30/04/2017,37.808061,0.79983205,47.27,0.5472,0.037808061
1/05/2017,35.456352,0.790025668,44.88,0.5194,0.035456352
2/05/2017,34.987831,0.780455744,44.83,0.5188,0.034987831
3/05/2017,33.368097,0.770447864,43.31,0.5012,0.033368097
4/05/2017,32.736042,0.761126296,43.01,0.4978,0.032736042
5/05/2017,31.991711,0.751684939,42.56,0.4926,0.031991711
6/05/2017,30.655771,0.741911205,41.32,0.4782,0.030655771
7/05/2017,28.972434,0.732181804,39.57,0.458,0.028972434
8/05/2017,28.094381,0.722592104,38.88,0.45,0.028094381
9/05/2017,27.226269,0.712543025,38.21,0.4422,0.027226269
10/05/2017,27.909967,0.703021839,39.7,0.4595,0.027909967
11/05/2017,27.30721,0.69342839,39.38,0.4558,0.02730721
12/05/2017,26.315943,0.683886253,38.48,0.4454,0.026315943
13/05/2017,26.274944,0.674235155,38.97,0.451,0.026274944
14/05/2017,25.088637,0.664775755,37.74,0.4368,0.025088637
15/05/2017,23.431222,0.654869257,35.78,0.4141,0.023431222
16/05/2017,23.093067,0.645779279,35.76,0.4139,0.023093067
17/05/2017,20.737609,0.642628107,32.27,0.3735,0.020737609
18/05/2017,297.169808,0.526215728,564.73,6.5362,0.297169808
19/05/2017,1790.558355,0.492622149,3634.75,42.0689,1.790558355
20/05/2017,444.352238,0.240714767,1845.97,21.3654,0.444352238
21/05/2017,104.400762,0.155903475,669.65,7.7506,0.104400762
22/05/2017,63.576955,0.20014782,317.65,3.6766,0.063576955
23/05/2017,54.637055,0.265370125,205.89,2.383,0.054637055
24/05/2017,50.861695,0.365071024,139.32,1.6125,0.050861695
25/05/2017,47.985893,0.44981152,106.68,1.2347,0.047985893
26/05/2017,41.017671,0.470440085,87.19,1.0091,0.041017671
27/05/2017,36.738457,0.483782684,75.94,0.8789,0.036738457
28/05/2017,34.029012,0.496991558,68.47,0.7924,0.034029012
29/05/2017,32.586991,0.510367909,63.85,0.739,0.032586991
30/05/2017,35.565315,0.523558295,67.93,0.7863,0.035565315
31/05/2017,33.153256,0.536720997,61.77,0.715,0.033153256
1/06/2017,30.553261,0.549914705,55.56,0.643,0.030553261
2/06/2017,27.61028,0.563245206,49.02,0.5673,0.02761028
3/06/2017,26.797261,0.576285183,46.5,0.5382,0.026797261
4/06/2017,26.504288,0.589901803,44.93,0.5201,0.026504288
5/06/2017,26.524433,0.60296506,43.99,0.5092,0.026524433
6/06/2017,25.482934,0.616423174,41.34,0.4785,0.025482934
7/06/2017,24.928229,0.629500732,39.6,0.4584,0.024928229
8/06/2017,24.957834,0.642911747,38.82,0.4493,0.024957834
9/06/2017,25.579144,0.656212006,38.98,0.4512,0.025579144
10/06/2017,24.760177,0.669555895,36.98,0.428,0.024760177
11/06/2017,24.897702,0.682502796,36.48,0.4222,0.024897702
12/06/2017,26.986701,0.699862578,38.56,0.4463,0.026986701
13/06/2017,23.94483,0.716696498,33.41,0.3867,0.02394483
14/06/2017,24.167808,0.733914607,32.93,0.3811,0.024167808
15/06/2017,24.402267,0.751070083,32.49,0.3761,0.024402267
16/06/2017,22.795709,0.754824801,30.2,0.3495,0.022795709
17/06/2017,22.527456,0.707965305,31.82,0.3682,0.022527456
18/06/2017,20.05354,0.657062254,30.52,0.3532,0.02005354
19/06/2017,16.694724,0.604881304,27.6,0.3194,0.016694724
20/06/2017,14.651401,0.5526745,26.51,0.3068,0.014651401
21/06/2017,13.231126,0.500989246,26.41,0.3057,0.013231126
22/06/2017,11.388186,0.447648821,25.44,0.2944,0.011388186
23/06/2017,11.338016,0.395190519,28.69,0.332,0.011338016
24/06/2017,9.434384,0.343193307,27.49,0.3182,0.009434384
25/06/2017,7.529406,0.291272959,25.85,0.2991,0.007529406
26/06/2017,6.068135,0.238714988,25.42,0.2942,0.006068135
27/06/2017,5.114523,0.185779985,27.53,0.3187,0.005114523
28/06/2017,3.643971,0.133234771,27.35,0.3166,0.003643971
29/06/2017,2.265784,0.081036624,27.96,0.3236,0.002265784
30/06/2017,0.783744,0.028729619,27.28,0.3157,0.000783744
1/07/2017,1.437013,0.056199179,25.57,0.2959,0.001437013
2/07/2017,2.320233,0.09478076,24.48,0.2833,0.002320233
3/07/2017,2.866086,0.134684492,21.28,0.2463,0.002866086
4/07/2017,3.58697,0.174548418,20.55,0.2379,0.00358697
5/07/2017,4.287885,0.213966317,20.04,0.2319,0.004287885
6/07/2017,4.845989,0.253451308,19.12,0.2213,0.004845989
7/07/2017,5.577518,0.293708162,18.99,0.2197,0.005577518
8/07/2017,6.176789,0.333519924,18.52,0.2143,0.006176789
9/07/2017,6.867764,0.377764796,18.18,0.2104,0.006867764
10/07/2017,7.334671,0.419363694,17.49,0.2024,0.007334671
11/07/2017,7.862818,0.459276752,17.12,0.1982,0.007862818
12/07/2017,8.788213,0.499614156,17.59,0.2036,0.008788213
13/07/2017,9.581045,0.539777183,17.75,0.2054,0.009581045
14/07/2017,9.946406,0.579627389,17.16,0.1986,0.009946406
15/07/2017,11.065012,0.619888627,17.85,0.2066,0.011065012
16/07/2017,11.369377,0.659859373,17.23,0.1994,0.011369377
17/07/2017,13.017166,0.699847634,18.6,0.2153,0.013017166
18/07/2017,14.196657,0.738639802,19.22,0.2224,0.014196657
19/07/2017,15.01994,0.778638673,19.29,0.2233,0.01501994
20/07/2017,14.703556,0.825578664,17.81,0.2062,0.014703556
21/07/2017,16.320506,0.872287867,18.71,0.2165,0.016320506
22/07/2017,16.299473,0.914160011,17.83,0.2064,0.016299473
23/07/2017,16.563231,0.955754818,17.33,0.2006,0.016563231
24/07/2017,16.023212,0.998953367,16.04,0.1857,0.016023212
25/07/2017,16.042993,1.040401621,15.42,0.1784,0.016042993
26/07/2017,18.113406,0.965533369,18.76,0.2171,0.018113406
27/07/2017,17.154783,0.832756456,20.6,0.2384,0.017154783
28/07/2017,15.8869,0.809729867,19.62,0.2271,0.0158869
29/07/2017,14.519626,0.787398373,18.44,0.2134,0.014519626
30/07/2017,13.31531,0.764808156,17.41,0.2015,0.01331531
31/07/2017,11.356192,0.747609743,15.19,0.1759,0.011356192
1/08/2017,12.502564,0.724786319,17.25,0.1997,0.012502564
2/08/2017,12.480525,0.703128169,17.75,0.2054,0.012480525
3/08/2017,10.94716,0.707180879,15.48,0.1791,0.01094716
4/08/2017,10.070633,0.729227589,13.81,0.1599,0.010070633
5/08/2017,9.506123,0.752662154,12.63,0.1462,0.009506123
6/08/2017,9.163093,0.762320549,12.02,0.1392,0.009163093
7/08/2017,8.729613,0.769807143,11.34,0.1313,0.008729613
8/08/2017,8.758803,0.776489628,11.28,0.1306,0.008758803
9/08/2017,8.637223,0.783066455,11.03,0.1277,0.008637223
10/08/2017,8.565923,0.790214299,10.84,0.1254,0.008565923
11/08/2017,10.867104,0.763675615,14.23,0.1647,0.010867104
12/08/2017,10.363421,0.789894893,13.12,0.1519,0.010363421
13/08/2017,9.367335,0.826043651,11.34,0.1312,0.009367335
14/08/2017,7.889115,0.841057036,9.38,0.1086,0.007889115
15/08/2017,8.410852,0.844463052,9.96,0.1152,0.008410852
16/08/2017,7.696633,0.856132703,8.99,0.104,0.007696633
17/08/2017,7.987276,0.860697845,9.28,0.1074,0.007987276
18/08/2017,7.464127,0.809558243,9.22,0.1068,0.007464127
19/08/2017,6.860718,0.770867191,8.9,0.103,0.006860718
20/08/2017,6.136939,0.760463321,8.07,0.0934,0.006136939
21/08/2017,5.865189,0.760724903,7.71,0.0893,0.005865189
22/08/2017,6.135808,0.769862986,7.97,0.0922,0.006135808
23/08/2017,5.603103,0.763365531,7.34,0.085,0.005603103
24/08/2017,5.86365,0.773568602,7.58,0.0877,0.00586365
25/08/2017,5.311268,0.764211223,6.95,0.0804,0.005311268
26/08/2017,4.85172,0.747568567,6.49,0.0752,0.00485172
27/08/2017,4.382395,0.72918386,6.01,0.0696,0.004382395
28/08/2017,4.083507,0.713899825,5.72,0.0662,0.004083507
29/08/2017,4.207163,0.696550166,6.04,0.0699,0.004207163
30/08/2017,4.149698,0.681395402,6.09,0.0705,0.004149698
31/08/2017,3.870793,0.662807021,5.84,0.0676,0.003870793
1/09/2017,3.813185,0.64739983,5.89,0.0682,0.003813185
2/09/2017,3.301553,0.630067366,5.24,0.0606,0.003301553
3/09/2017,3.051875,0.615297379,4.96,0.0575,0.003051875
4/09/2017,2.49836,0.599127098,4.17,0.0482,0.00249836
5/09/2017,2.156651,0.581307547,3.71,0.0429,0.002156651
6/09/2017,1.996789,0.564064689,3.54,0.0409,0.001996789
7/09/2017,2.059834,0.549289067,3.75,0.0434,0.002059834
8/09/2017,2.153901,0.531827407,4.05,0.0469,0.002153901
9/09/2017,2.614136,0.516627668,5.06,0.0585,0.002614136
10/09/2017,2.332486,0.49946167,4.67,0.054,0.002332486
11/09/2017,2.172616,0.482803556,4.5,0.0521,0.002172616
12/09/2017,2.962865,0.4740584,6.25,0.0723,0.002962865
13/09/2017,2.476054,0.453489744,5.46,0.0632,0.002476054
14/09/2017,1.793796,0.435387379,4.12,0.0476,0.001793796
15/09/2017,1.694715,0.419483911,4.04,0.0468,0.001694715
16/09/2017,1.584879,0.402253553,3.94,0.0456,0.001584879
17/09/2017,1.45461,0.38481746,3.78,0.0438,0.00145461
18/09/2017,1.365076,0.370944565,3.68,0.0426,0.001365076
19/09/2017,1.389602,0.352690863,3.94,0.0456,0.001389602
20/09/2017,1.33142,0.335370277,3.97,0.0459,0.00133142
21/09/2017,1.346224,0.319768171,4.21,0.0487,0.001346224
22/09/2017,1.329924,0.304330435,4.37,0.0506,0.001329924
23/09/2017,1.304101,0.286615604,4.55,0.0526,0.001304101
24/09/2017,1.109634,0.269328641,4.12,0.0476,0.001109634
25/09/2017,0.859845,0.25590625,3.36,0.0389,0.000859845
26/09/2017,6.254198,0.239166272,26.15,0.3026,0.006254198
27/09/2017,6.613796,0.227591053,29.06,0.3364,0.006613796
28/09/2017,1.842708,0.218071953,8.45,0.0978,0.001842708
29/09/2017,0.941543,0.189445272,4.97,0.0575,0.000941543
30/09/2017,0.775524,0.172338667,4.5,0.0521,0.000775524
1/10/2017,0.696084,0.156775676,4.44,0.0514,0.000696084
2/10/2017,0.583688,0.139305012,4.19,0.0485,0.000583688
3/10/2017,0.535782,0.126662411,4.23,0.049,0.000535782
4/10/2017,0.565019,0.133890758,4.22,0.0489,0.000565019
5/10/2017,0.523425,0.144592541,3.62,0.0419,0.000523425
6/10/2017,0.516811,0.15708541,3.29,0.0381,0.000516811
7/10/2017,0.555651,0.169405793,3.28,0.0379,0.000555651
8/10/2017,0.627629,0.182450291,3.44,0.0399,0.000627629
9/10/2017,0.68842,0.194468927,3.54,0.041,0.00068842
10/10/2017,0.759388,0.20748306,3.66,0.0424,0.000759388
11/10/2017,0.840493,0.222352646,3.78,0.0437,0.000840493
12/10/2017,0.868494,0.233466129,3.72,0.0431,0.000868494
13/10/2017,0.800475,0.245544479,3.26,0.0378,0.000800475
14/10/2017,0.956573,0.25714328,3.72,0.043,0.000956573
15/10/2017,0.974034,0.269070166,3.62,0.0419,0.000974034
16/10/2017,0.970377,0.283735965,3.42,0.0396,0.000970377
17/10/2017,2.826577,0.313715538,9.01,0.1043,0.002826577
18/10/2017,6.992223,0.328119334,21.31,0.2467,0.006992223
19/10/2017,244.840023,1.002785153,244.16,2.826,0.244840023
20/10/2017,486.735199,3.623159141,134.34,1.5548,0.486735199
21/10/2017,225.407548,3.427730353,65.76,0.7612,0.225407548
22/10/2017,125.44388,3.143169131,39.91,0.4619,0.12544388
23/10/2017,80.725735,2.937617722,27.48,0.3181,0.080725735
24/10/2017,65.15826,2.690266722,24.22,0.2804,0.06515826
25/10/2017,45.381343,2.550946768,17.79,0.2059,0.045381343
26/10/2017,31.009261,2.40755132,12.88,0.149,0.031009261
27/10/2017,23.853836,2.212786271,10.78,0.1247,0.023853836
28/10/2017,20.195662,2.064996115,9.78,0.1132,0.020195662
29/10/2017,16.326827,1.90289359,8.58,0.0992,0.016326827
30/10/2017,19.523201,1.8682489,10.45,0.121,0.019523201
31/10/2017,63.372484,1.61458558,39.25,0.4543,0.063372484
1/11/2017,543.98983,1.523781036,357,4.1319,0.54398983
2/11/2017,138.271742,1.415268598,97.7,1.1308,0.138271742
3/11/2017,69.884111,1.324064248,52.78,0.6109,0.069884111
4/11/2017,42.814732,1.302943761,32.86,0.3803,0.042814732
5/11/2017,30.163854,1.325883692,22.75,0.2634,0.030163854
6/11/2017,24.605536,1.322167437,18.61,0.2154,0.024605536
7/11/2017,106.327977,1.188022089,89.5,1.0359,0.106327977
8/11/2017,76.674769,1.163855024,65.88,0.7625,0.076674769
9/11/2017,31.961652,1.172044444,27.27,0.3156,0.031961652
10/11/2017,24.16145,1.167219807,20.7,0.2396,0.02416145
11/11/2017,22.959363,1.143394572,20.08,0.2324,0.022959363
12/11/2017,17.977795,1.145082484,15.7,0.1817,0.017977795
13/11/2017,13.526614,1.122540581,12.05,0.1395,0.013526614
14/11/2017,11.727405,1.070018704,10.96,0.1268,0.011727405
15/11/2017,12.063476,1.037272227,11.63,0.1346,0.012063476
16/11/2017,14.128734,1.020862283,13.84,0.1602,0.014128734
17/11/2017,11.130585,0.973804462,11.43,0.1322,0.011130585
18/11/2017,9.081983,0.913680382,9.94,0.115,0.009081983
19/11/2017,7.728702,0.862578348,8.96,0.1037,0.007728702
20/11/2017,23.022307,0.793325534,29.02,0.3359,0.023022307
21/11/2017,47.697247,0.753035159,63.34,0.7331,0.047697247
22/11/2017,30.490472,0.723208539,42.16,0.488,0.030490472
23/11/2017,18.721838,0.715940268,26.15,0.3026,0.018721838
24/11/2017,13.935233,0.708091108,19.68,0.2278,0.013935233
25/11/2017,11.366985,0.688908182,16.5,0.191,0.011366985
26/11/2017,9.221869,0.670681382,13.75,0.1592,0.009221869
27/11/2017,8.247535,0.636383873,12.96,0.1501,0.008247535
28/11/2017,6.836012,0.586782146,11.65,0.1348,0.006836012
29/11/2017,5.700292,0.504897431,11.29,0.1306,0.005700292
30/11/2017,9.034143,0.387565122,23.31,0.2698,0.009034143
1/12/2017,14.804658,0.304873517,48.56,0.5621,0.014804658
2/12/2017,46.287557,0.230883664,200.48,2.3204,0.046287557
3/12/2017,258.181087,0.719247512,358.96,4.1547,0.258181087
4/12/2017,1241.597149,0.84811445,1463.95,16.9439,1.241597149
5/12/2017,1050.498066,0.789272535,1330.97,15.4047,1.050498066
6/12/2017,186.684995,0.314406243,593.77,6.8724,0.186684995
7/12/2017,72.898165,0.319182823,228.39,2.6434,0.072898165
8/12/2017,41.651162,0.372850792,111.71,1.293,0.041651162
9/12/2017,29.504233,0.425010559,69.42,0.8034,0.029504233
10/12/2017,21.3669,0.478756442,44.63,0.5166,0.0213669
11/12/2017,21.324608,0.532316725,40.06,0.4637,0.021324608
12/12/2017,20.511441,0.571508526,35.89,0.4154,0.020511441
13/12/2017,45.261053,0.473541044,95.58,1.1063,0.045261053
14/12/2017,12.892006,0.35603441,36.21,0.4191,0.012892006
15/12/2017,11.587858,0.454961052,25.47,0.2948,0.011587858
16/12/2017,9.955528,0.471379167,21.12,0.2445,0.009955528
17/12/2017,8.375721,0.478886278,17.49,0.2024,0.008375721
18/12/2017,8.374462,0.474742744,17.64,0.2042,0.008374462
19/12/2017,7.94302,0.474210149,16.75,0.1939,0.00794302
20/12/2017,7.37236,0.47441184,15.54,0.1799,0.00737236
21/12/2017,6.945642,0.475078112,14.62,0.1692,0.006945642
22/12/2017,7.167333,0.46784158,15.32,0.1773,0.007167333
23/12/2017,9.968987,0.442476121,22.53,0.2608,0.009968987
24/12/2017,9.294091,0.442997664,20.98,0.2428,0.009294091
25/12/2017,7.819619,0.449661817,17.39,0.2013,0.007819619
26/12/2017,7.537897,0.447352938,16.85,0.195,0.007537897
27/12/2017,7.459483,0.444281298,16.79,0.1944,0.007459483
28/12/2017,7.07932,0.442734209,15.99,0.1851,0.00707932
29/12/2017,7.895814,0.431937309,18.28,0.2116,0.007895814
30/12/2017,7.77785,0.428767916,18.14,0.21,0.00777785
31/12/2017,7.261834,0.428426785,16.95,0.1962,0.007261834
1/01/2018,7.383837,0.422900172,17.46,0.2021,0.007383837
2/01/2018,8.839547,0.408293164,21.65,0.2505,0.008839547
3/01/2018,8.717165,0.404696611,21.54,0.2494,0.008717165
4/01/2018,4.976422,0.410257378,12.13,0.1404,0.004976422
5/01/2018,3.572454,0.396059202,9.02,0.1044,0.003572454
6/01/2018,3.045649,0.383100503,7.95,0.092,0.003045649
7/01/2018,2.133923,0.367284509,5.81,0.0672,0.002133923
8/01/2018,1.835547,0.364195833,5.04,0.0584,0.001835547
